scenario_id,actor,modality,emotion,video_path
0200701,S,V,despairing,02/0200701/0200701S2Vdespairing.mov
0200701,P,T,despairing,02/0200701/0200701P6Tdespairing.mov
0200701,P,T,despairing,02/0200701/0200701P4Tdespairing.mov
0200701,P,T,despairing,02/0200701/0200701P5Tdespairing.mov
0200801,S,V,devastated,02/0200801/0200801S4Vdevastated.mov
0200801,P,T,devastated,02/0200801/0200801P6Tdevastated.mov
0200801,S,V,devastated,02/0200801/0200801S5Vdevastated.mov
0200801,P,T,devastated,02/0200801/0200801P3Tdevastated.mov
0200801,R,T,devastated,02/0200801/0200801R6Tdevastated.mov
0200801,U,T,devastated,02/0200801/0200801U6Tdevastated.mov
0200801,Z,T,devastated,02/0200801/0200801Z6Tdevastated.mov
0201001,P,T,discouraged,02/0201001/0201001P5Tdiscouraged.mov
0201001,S,V,discouraged,02/0201001/0201001S6Vdiscouraged.mov
0201001,R,T,discouraged,02/0201001/0201001R6Tdiscouraged.mov
0201001,P,T,discouraged,02/0201001/0201001P3Tdiscouraged.mov
0201001,A,T,discouraged,02/0201001/0201001A5Tdiscouraged.mov
0201001,S,V,discouraged,02/0201001/0201001S5Vdiscouraged.mov
0201001,P,T,discouraged,02/0201001/0201001P6Tdiscouraged.mov
0201001,Z,T,discouraged,02/0201001/0201001Z6Tdiscouraged.mov
0201102,S,V,disillusioned,02/0201102/0201102S4Vdisillusioned.mov
0201102,Z,T,disillusioned,02/0201102/0201102Z5Tdisillusioned.mov
0201102,S,V,disillusioned,02/0201102/0201102S1Vdisillusioned.mov
0201102,U,T,disillusioned,02/0201102/0201102U6Tdisillusioned.mov
0201102,P,T,disillusioned,02/0201102/0201102P4Tdisillusioned.mov
0201102,P,T,disillusioned,02/0201102/0201102P5Tdisillusioned.mov
0201102,P,T,disillusioned,02/0201102/0201102P6Tdisillusioned.mov
0201102,U,T,disillusioned,02/0201102/0201102U5Tdisillusioned.mov
0201301,Z,T,distraught,02/0201301/0201301Z5Tdistraught.mov
0201301,A,T,distraught,02/0201301/0201301A6Tdistraught.mov
0201301,A,T,distraught,02/0201301/0201301A5Tdistraught.mov
0201301,R,T,distraught,02/0201301/0201301R6Tdistraught.mov
0201301,P,T,distraught,02/0201301/0201301P6Tdistraught.mov
0201301,S,V,distraught,02/0201301/0201301S4Vdistraught.mov
0201301,P,T,distraught,02/0201301/0201301P5Tdistraught.mov
0201402,P,T,upset,02/0201402/0201402P6Tupset.mov
0201402,U,T,upset,02/0201402/0201402U1Tupset.mov
0201402,R,T,upset,02/0201402/0201402R6Tupset.mov
0201402,U,T,upset,02/0201402/0201402U2Tupset.mov
0201402,Z,T,upset,02/0201402/0201402Z5Tupset.mov
0201402,P,T,upset,02/0201402/0201402P3Tupset.mov
0201502,P,T,gloomy,02/0201502/0201502P5Tgloomy.mov
0201502,U,T,gloomy,02/0201502/0201502U5Tgloomy.mov
0201502,R,T,gloomy,02/0201502/0201502R6Tgloomy.mov
0201502,S,V,gloomy,02/0201502/0201502S3Vgloomy.mov
0201502,U,T,gloomy,02/0201502/0201502U6Tgloomy.mov
0201502,P,T,gloomy,02/0201502/0201502P3Tgloomy.mov
0201502,Z,T,gloomy,02/0201502/0201502Z6Tgloomy.mov
0201602,P,T,empty,02/0201602/0201602P5Tempty.mov
0201602,Z,T,empty,02/0201602/0201602Z5Tempty.mov
0201602,U,T,empty,02/0201602/0201602U2Tempty.mov
0201602,R,T,empty,02/0201602/0201602R6Tempty.mov
0201602,U,T,empty,02/0201602/0201602U1Tempty.mov
0201602,S,V,empty,02/0201602/0201602S6Vempty.mov
0201602,U,T,empty,02/0201602/0201602U6Tempty.mov
0201802,U,T,tired,02/0201802/0201802U1Ttired.mov
0201802,U,T,tired,02/0201802/0201802U6Ttired.mov
0201802,P,T,tired,02/0201802/0201802P6Ttired.mov
0201802,U,T,tired,02/0201802/0201802U5Ttired.mov
0201802,Z,T,tired,02/0201802/0201802Z5Ttired.mov
0201802,U,T,tired,02/0201802/0201802U2Ttired.mov
0201802,S,V,tired,02/0201802/0201802S5Vtired.mov
0201901,Z,T,grave,02/0201901/0201901Z6Tgrave.mov
0201901,R,T,grave,02/0201901/0201901R6Tgrave.mov
0201901,S,V,grave,02/0201901/0201901S6Vgrave.mov
0201901,S,V,grave,02/0201901/0201901S1Vgrave.mov
0201901,P,T,grave,02/0201901/0201901P6Tgrave.mov
0201901,P,T,grave,02/0201901/0201901P3Tgrave.mov
0201901,U,T,grave,02/0201901/0201901U5Tgrave.mov
0201901,P,T,grave,02/0201901/0201901P5Tgrave.mov
0202001,P,T,grieving,02/0202001/0202001P4Tgrieving.mov
0202001,P,T,grieving,02/0202001/0202001P5Tgrieving.mov
0202001,R,T,grieving,02/0202001/0202001R6Tgrieving.mov
0202001,Z,T,grieving,02/0202001/0202001Z5Tgrieving.mov
0202001,U,T,grieving,02/0202001/0202001U5Tgrieving.mov
0202001,S,V,grieving,02/0202001/0202001S2Vgrieving.mov
0202001,P,T,grieving,02/0202001/0202001P6Tgrieving.mov
0202001,S,V,grieving,02/0202001/0202001S3Vgrieving.mov
0202101,S,V,heartache,02/0202101/0202101S5Vheartache.mov
0202101,P,T,heartache,02/0202101/0202101P3Theartache.mov
0202101,P,T,heartache,02/0202101/0202101P6Theartache.mov
0202101,P,T,heartache,02/0202101/0202101P5Theartache.mov
0202101,U,T,heartache,02/0202101/0202101U5Theartache.mov
0202101,Z,T,heartache,02/0202101/0202101Z6Theartache.mov
0202101,R,T,heartache,02/0202101/0202101R6Theartache.mov
0202201,P,T,heartbroken,02/0202201/0202201P6Theartbroken.mov
0202201,S,V,heartbroken,02/0202201/0202201S4Vheartbroken.mov
0202201,P,T,heartbroken,02/0202201/0202201P5Theartbroken.mov
0202201,R,T,heartbroken,02/0202201/0202201R6Theartbroken.mov
0202201,Z,T,heartbroken,02/0202201/0202201Z5Theartbroken.mov
0202201,P,T,heartbroken,02/0202201/0202201P4Theartbroken.mov
0202201,U,T,heartbroken,02/0202201/0202201U5Theartbroken.mov
0202301,Z,T,homesick,02/0202301/0202301Z6Thomesick.mov
0202301,U,T,homesick,02/0202301/0202301U5Thomesick.mov
0202301,S,V,homesick,02/0202301/0202301S5Vhomesick.mov
0202301,P,T,homesick,02/0202301/0202301P6Thomesick.mov
0202301,P,T,homesick,02/0202301/0202301P3Thomesick.mov
0202301,P,T,homesick,02/0202301/0202301P5Thomesick.mov
0202301,R,T,homesick,02/0202301/0202301R6Thomesick.mov
0202401,S,V,hysterical,02/0202401/0202401S4Vhysterical.mov
0202401,P,T,hysterical,02/0202401/0202401P6Thysterical.mov
0202401,P,T,hysterical,02/0202401/0202401P5Thysterical.mov
0202401,P,T,hysterical,02/0202401/0202401P4Thysterical.mov
0202401,Z,T,hysterical,02/0202401/0202401Z5Thysterical.mov
0202401,U,T,hysterical,02/0202401/0202401U5Thysterical.mov
0202401,R,T,hysterical,02/0202401/0202401R6Thysterical.mov
0202502,P,T,tearful,02/0202502/0202502P5Ttearful.mov
0202502,Z,T,tearful,02/0202502/0202502Z6Ttearful.mov
0202502,U,T,tearful,02/0202502/0202502U2Ttearful.mov
0202502,U,T,tearful,02/0202502/0202502U1Ttearful.mov
0202502,S,V,tearful,02/0202502/0202502S2Vtearful.mov
0202502,P,T,tearful,02/0202502/0202502P4Ttearful.mov
0202502,U,T,tearful,02/0202502/0202502U5Ttearful.mov
0202901,S,V,pining,02/0202901/0202901S2Vpining.mov
0202901,P,T,pining,02/0202901/0202901P4Tpining.mov
0202901,P,T,pining,02/0202901/0202901P6Tpining.mov
0202901,P,T,pining,02/0202901/0202901P5Tpining.mov
0202901,A,T,pining,02/0202901/0202901A6Tpining.mov
0202901,U,T,pining,02/0202901/0202901U5Tpining.mov
0202901,S,V,pining,02/0202901/0202901S1Vpining.mov
0202901,Z,T,pining,02/0202901/0202901Z5Tpining.mov
0203201,S,V,resigned,02/0203201/0203201S1Vresigned.mov
0203201,U,T,resigned,02/0203201/0203201U6Tresigned.mov
0203201,P,T,resigned,02/0203201/0203201P3Tresigned.mov
0203201,P,T,resigned,02/0203201/0203201P5Tresigned.mov
0203201,Z,T,resigned,02/0203201/0203201Z6Tresigned.mov
0203201,U,T,resigned,02/0203201/0203201U5Tresigned.mov
0203201,P,T,resigned,02/0203201/0203201P6Tresigned.mov
0203501,S,V,subdued,02/0203501/0203501S1Vsubdued.mov
0203501,P,T,subdued,02/0203501/0203501P5Tsubdued.mov
0203501,Z,T,subdued,02/0203501/0203501Z5Tsubdued.mov
0203501,P,T,subdued,02/0203501/0203501P6Tsubdued.mov
0203501,S,V,subdued,02/0203501/0203501S2Vsubdued.mov
0203501,P,T,subdued,02/0203501/0203501P4Tsubdued.mov
0203501,U,T,subdued,02/0203501/0203501U6Tsubdued.mov
0203501,U,T,subdued,02/0203501/0203501U5Tsubdued.mov
0203801,Z,T,troubled,02/0203801/0203801Z5Ttroubled.mov
0203801,P,T,troubled,02/0203801/0203801P5Ttroubled.mov
0203801,U,T,troubled,02/0203801/0203801U6Ttroubled.mov
0203801,P,T,troubled,02/0203801/0203801P4Ttroubled.mov
0203801,P,T,troubled,02/0203801/0203801P6Ttroubled.mov
0203801,S,V,troubled,02/0203801/0203801S3Vtroubled.mov
0203801,U,T,troubled,02/0203801/0203801U5Ttroubled.mov
0203801,S,V,troubled,02/0203801/0203801S2Vtroubled.mov
0204002,U,T,overwrought,02/0204002/0204002U6Toverwrought.mov
0204002,S,V,overwrought,02/0204002/0204002S4Voverwrought.mov
0204002,P,T,overwrought,02/0204002/0204002P6Toverwrought.mov
0204002,A,T,overwrought,02/0204002/0204002A5Toverwrought.mov
0204002,R,T,overwrought,02/0204002/0204002R6Toverwrought.mov
0204002,P,T,overwrought,02/0204002/0204002P5Toverwrought.mov
0204101,A,T,turmoil,02/0204101/0204101A5Tturmoil.mov
0204101,U,T,turmoil,02/0204101/0204101U6Tturmoil.mov
0204101,R,T,turmoil,02/0204101/0204101R6Tturmoil.mov
0204101,S,V,turmoil,02/0204101/0204101S5Vturmoil.mov
0204101,S,V,turmoil,02/0204101/0204101S6Vturmoil.mov
0204101,Z,T,turmoil,02/0204101/0204101Z5Tturmoil.mov
0204101,P,T,turmoil,02/0204101/0204101P6Tturmoil.mov
0204301,S,V,agonizing,02/0204301/0204301S1Vagonizing.mov
0204301,P,T,agonizing,02/0204301/0204301P5Tagonizing.mov
0204301,P,T,agonizing,02/0204301/0204301P6Tagonizing.mov
0204301,U,T,agonizing,02/0204301/0204301U6Tagonizing.mov
0204301,R,T,agonizing,02/0204301/0204301R6Tagonizing.mov
0204301,U,T,agonizing,02/0204301/0204301U5Tagonizing.mov
0204401,P,T,condemned,02/0204401/0204401P6Tcondemned.mov
0204401,P,T,condemned,02/0204401/0204401P5Tcondemned.mov
0204401,S,V,condemned,02/0204401/0204401S3Vcondemned.mov
0204401,Z,T,condemned,02/0204401/0204401Z5Tcondemned.mov
0204401,R,T,condemned,02/0204401/0204401R6Tcondemned.mov
0204401,U,T,condemned,02/0204401/0204401U6Tcondemned.mov
0204401,S,V,condemned,02/0204401/0204401S2Vcondemned.mov
0204401,P,T,condemned,02/0204401/0204401P4Tcondemned.mov
0204501,R,T,tormented,02/0204501/0204501R6Ttormented.mov
0204501,U,T,tormented,02/0204501/0204501U6Ttormented.mov
0204501,U,T,tormented,02/0204501/0204501U5Ttormented.mov
0204501,Z,T,tormented,02/0204501/0204501Z5Ttormented.mov
0204501,P,T,tormented,02/0204501/0204501P5Ttormented.mov
0204501,P,T,tormented,02/0204501/0204501P6Ttormented.mov
0204501,S,V,tormented,02/0204501/0204501S5Vtormented.mov
0204601,A,T,maudlin,02/0204601/0204601A6Tmaudlin.mov
0204601,U,T,maudlin,02/0204601/0204601U5Tmaudlin.mov
0204601,W,T,maudlin,02/0204601/0204601W6Tmaudlin.mov
0204601,P,T,maudlin,02/0204601/0204601P6Tmaudlin.mov
0204601,S,V,maudlin,02/0204601/0204601S1Vmaudlin.mov
0204601,W,T,maudlin,02/0204601/0204601W5Tmaudlin.mov
0204702,U,T,lost,02/0204702/0204702U2Tlost.mov
0204702,P,T,lost,02/0204702/0204702P6Tlost.mov
0204702,R,T,lost,02/0204702/0204702R6Tlost.mov
0204702,U,T,lost,02/0204702/0204702U1Tlost.mov
0204702,P,T,lost,02/0204702/0204702P3Tlost.mov
0204702,Z,T,lost,02/0204702/0204702Z5Tlost.mov
0204702,S,V,lost,02/0204702/0204702S1Vlost.mov
0204804,S,V,weak,02/0204804/0204804S6Vweak.mov
0204804,U,T,weak,02/0204804/0204804U6Tweak.mov
0204804,S,V,weak,02/0204804/0204804S1Vweak.mov
0204804,U,T,weak,02/0204804/0204804U2Tweak.mov
0204804,P,T,weak,02/0204804/0204804P6Tweak.mov
0204804,A,T,weak,02/0204804/0204804A5Tweak.mov
0204804,U,T,weak,02/0204804/0204804U5Tweak.mov
0204904,P,T,withdrawn,02/0204904/0204904P5Twithdrawn.mov
0204904,P,T,withdrawn,02/0204904/0204904P6Twithdrawn.mov
0204904,R,T,withdrawn,02/0204904/0204904R6Twithdrawn.mov
0204904,U,T,withdrawn,02/0204904/0204904U6Twithdrawn.mov
0204904,U,T,withdrawn,02/0204904/0204904U5Twithdrawn.mov
0204904,Z,T,withdrawn,02/0204904/0204904Z5Twithdrawn.mov
0204904,S,V,withdrawn,02/0204904/0204904S2Vwithdrawn.mov
0205001,A,T,dismayed,02/0205001/0205001A6Tdismayed.mov
0205001,U,T,dismayed,02/0205001/0205001U5Tdismayed.mov
0205001,Z,T,dismayed,02/0205001/0205001Z6Tdismayed.mov
0205001,P,T,dismayed,02/0205001/0205001P5Tdismayed.mov
0205001,R,T,dismayed,02/0205001/0205001R6Tdismayed.mov
0205001,P,T,dismayed,02/0205001/0205001P3Tdismayed.mov
0205001,S,V,dismayed,02/0205001/0205001S6Vdismayed.mov
0205001,S,V,dismayed,02/0205001/0205001S1Vdismayed.mov
0300201,Z,T,amused,03/0300201/0300201Z6Tamused.mov
0300201,S,V,amused,03/0300201/0300201S2Vamused.mov
0300201,U,T,amused,03/0300201/0300201U1Tamused.mov
0300201,U,T,amused,03/0300201/0300201U6Tamused.mov
0300201,P,T,amused,03/0300201/0300201P3Tamused.mov
0300201,S,V,amused,03/0300201/0300201S5Vamused.mov
0300201,P,T,amused,03/0300201/0300201P5Tamused.mov
0300201,U,T,amused,03/0300201/0300201U2Tamused.mov
0300503,U,T,lucky,03/0300503/0300503U2Tlucky.mov
0300503,Z,T,lucky,03/0300503/0300503Z5Tlucky.mov
0300503,P,T,lucky,03/0300503/0300503P6Tlucky.mov
0300503,U,T,lucky,03/0300503/0300503U6Tlucky.mov
0300503,R,T,lucky,03/0300503/0300503R6Tlucky.mov
0300503,U,T,lucky,03/0300503/0300503U1Tlucky.mov
0300606,P,T,overjoyed,03/0300606/0300606P5Toverjoyed.mov
0300606,U,T,overjoyed,03/0300606/0300606U1Toverjoyed.mov
0300606,Z,T,overjoyed,03/0300606/0300606Z5Toverjoyed.mov
0300606,R,T,overjoyed,03/0300606/0300606R6Toverjoyed.mov
0300606,A,T,overjoyed,03/0300606/0300606A6Toverjoyed.mov
0300606,S,V,overjoyed,03/0300606/0300606S6Voverjoyed.mov
0300606,P,T,overjoyed,03/0300606/0300606P4Toverjoyed.mov
0300702,Z,T,carefree,03/0300702/0300702Z6Tcarefree.mov
0300702,S,V,carefree,03/0300702/0300702S4Vcarefree.mov
0300702,S,V,carefree,03/0300702/0300702S3Vcarefree.mov
0300702,P,T,carefree,03/0300702/0300702P6Tcarefree.mov
0300702,U,T,carefree,03/0300702/0300702U5Tcarefree.mov
0300702,P,T,carefree,03/0300702/0300702P5Tcarefree.mov
0300702,P,T,carefree,03/0300702/0300702P3Tcarefree.mov
0300702,U,T,carefree,03/0300702/0300702U6Tcarefree.mov
0300901,U,T,calm,03/0300901/0300901U6Tcalm.mov
0300901,S,V,calm,03/0300901/0300901S1Vcalm.mov
0300901,Z,T,calm,03/0300901/0300901Z5Tcalm.mov
0300901,U,T,calm,03/0300901/0300901U5Tcalm.mov
0300901,U,T,calm,03/0300901/0300901U2Tcalm.mov
0300901,P,T,calm,03/0300901/0300901P6Tcalm.mov
0300901,A,T,calm,03/0300901/0300901A5Tcalm.mov
0301201,U,T,cheered,03/0301201/0301201U1Tcheered.mov
0301201,U,T,cheered,03/0301201/0301201U2Tcheered.mov
0301201,P,T,cheered,03/0301201/0301201P5Tcheered.mov
0301201,Z,T,cheered,03/0301201/0301201Z6Tcheered.mov
0301201,S,V,cheered,03/0301201/0301201S1Vcheered.mov
0301201,U,T,cheered,03/0301201/0301201U5Tcheered.mov
0301201,P,T,cheered,03/0301201/0301201P4Tcheered.mov
0301307,Z,T,merry,03/0301307/0301307Z6Tmerry.mov
0301307,S,V,merry,03/0301307/0301307S6Vmerry.mov
0301307,U,T,merry,03/0301307/0301307U1Tmerry.mov
0301307,U,T,merry,03/0301307/0301307U6Tmerry.mov
0301307,P,T,merry,03/0301307/0301307P6Tmerry.mov
0301307,U,T,merry,03/0301307/0301307U5Tmerry.mov
0301307,S,V,merry,03/0301307/0301307S3Vmerry.mov
0301307,U,T,merry,03/0301307/0301307U2Tmerry.mov
0301501,Z,T,comfortable,03/0301501/0301501Z6Tcomfortable.mov
0301501,U,T,comfortable,03/0301501/0301501U1Tcomfortable.mov
0301501,P,T,comfortable,03/0301501/0301501P3Tcomfortable.mov
0301501,U,T,comfortable,03/0301501/0301501U2Tcomfortable.mov
0301501,P,T,comfortable,03/0301501/0301501P5Tcomfortable.mov
0301501,S,V,comfortable,03/0301501/0301501S6Vcomfortable.mov
0301501,S,V,comfortable,03/0301501/0301501S1Vcomfortable.mov
0301501,R,T,comfortable,03/0301501/0301501R6Tcomfortable.mov
0301601,A,T,content,03/0301601/0301601A5Tcontent.mov
0301601,P,T,content,03/0301601/0301601P4Tcontent.mov
0301601,S,V,content,03/0301601/0301601S5Vcontent.mov
0301601,U,T,content,03/0301601/0301601U6Tcontent.mov
0301601,S,V,content,03/0301601/0301601S4Vcontent.mov
0301601,P,T,content,03/0301601/0301601P5Tcontent.mov
0301601,P,T,content,03/0301601/0301601P6Tcontent.mov
0301701,P,T,delighted,03/0301701/0301701P3Tdelighted.mov
0301701,A,T,delighted,03/0301701/0301701A6Tdelighted.mov
0301701,S,V,delighted,03/0301701/0301701S2Vdelighted.mov
0301701,Z,T,delighted,03/0301701/0301701Z5Tdelighted.mov
0301701,U,T,delighted,03/0301701/0301701U1Tdelighted.mov
0301701,U,T,delighted,03/0301701/0301701U2Tdelighted.mov
0301701,P,T,delighted,03/0301701/0301701P6Tdelighted.mov
0301801,A,T,easy-going,03/0301801/0301801A5Teasy-going.mov
0301801,Z,T,easy-going,03/0301801/0301801Z6Teasy-going.mov
0301801,A,T,easy-going,03/0301801/0301801A6Teasy-going.mov
0301801,P,T,easy-going,03/0301801/0301801P5Teasy-going.mov
0301801,P,T,easy-going,03/0301801/0301801P3Teasy-going.mov
0301801,S,V,easy-going,03/0301801/0301801S4Veasy-going.mov
0301801,P,T,easy-going,03/0301801/0301801P6Teasy-going.mov
0301801,S,V,easy-going,03/0301801/0301801S5Veasy-going.mov
0301901,Z,T,enjoying,03/0301901/0301901Z5Tenjoying.mov
0301901,P,T,enjoying,03/0301901/0301901P4Tenjoying.mov
0301901,U,T,enjoying,03/0301901/0301901U1Tenjoying.mov
0301901,S,V,enjoying,03/0301901/0301901S6Venjoying.mov
0301901,P,T,enjoying,03/0301901/0301901P5Tenjoying.mov
0301901,R,T,enjoying,03/0301901/0301901R6Tenjoying.mov
0301901,U,T,enjoying,03/0301901/0301901U2Tenjoying.mov
0302201,U,T,fine,03/0302201/0302201U5Tfine.mov
0302201,P,T,fine,03/0302201/0302201P6Tfine.mov
0302201,U,T,fine,03/0302201/0302201U2Tfine.mov
0302201,Z,T,fine,03/0302201/0302201Z5Tfine.mov
0302201,S,V,fine,03/0302201/0302201S1Vfine.mov
0302201,U,T,fine,03/0302201/0302201U6Tfine.mov
0302201,U,T,fine,03/0302201/0302201U1Tfine.mov
0302401,Z,T,glad,03/0302401/0302401Z6Tglad.mov
0302401,S,V,glad,03/0302401/0302401S3Vglad.mov
0302401,U,T,glad,03/0302401/0302401U5Tglad.mov
0302401,U,T,glad,03/0302401/0302401U2Tglad.mov
0302401,P,T,glad,03/0302401/0302401P5Tglad.mov
0302401,P,T,glad,03/0302401/0302401P4Tglad.mov
0302401,U,T,glad,03/0302401/0302401U1Tglad.mov
0302501,A,T,grateful,03/0302501/0302501A5Tgrateful.mov
0302501,U,T,grateful,03/0302501/0302501U6Tgrateful.mov
0302501,U,T,grateful,03/0302501/0302501U1Tgrateful.mov
0302501,P,T,grateful,03/0302501/0302501P6Tgrateful.mov
0302501,U,T,grateful,03/0302501/0302501U2Tgrateful.mov
0302501,S,V,grateful,03/0302501/0302501S2Vgrateful.mov
0302501,Z,T,grateful,03/0302501/0302501Z6Tgrateful.mov
0302701,S,V,happy,03/0302701/0302701S1Vhappy.mov
0302701,Z,T,happy,03/0302701/0302701Z6Thappy.mov
0302701,U,T,happy,03/0302701/0302701U1Thappy.mov
0302701,R,T,happy,03/0302701/0302701R6Thappy.mov
0302701,U,T,happy,03/0302701/0302701U2Thappy.mov
0302701,P,T,happy,03/0302701/0302701P3Thappy.mov
0302701,P,T,happy,03/0302701/0302701P5Thappy.mov
0302901,P,T,joking,03/0302901/0302901P5Tjoking.mov
0302901,R,T,joking,03/0302901/0302901R6Tjoking.mov
0302901,U,T,joking,03/0302901/0302901U2Tjoking.mov
0302901,Z,T,joking,03/0302901/0302901Z5Tjoking.mov
0302901,U,T,joking,03/0302901/0302901U1Tjoking.mov
0302901,P,T,joking,03/0302901/0302901P4Tjoking.mov
0302901,S,V,joking,03/0302901/0302901S5Vjoking.mov
0303002,U,T,pleasure,03/0303002/0303002U1Tpleasure.mov
0303002,P,T,pleasure,03/0303002/0303002P3Tpleasure.mov
0303002,U,T,pleasure,03/0303002/0303002U6Tpleasure.mov
0303002,R,T,pleasure,03/0303002/0303002R6Tpleasure.mov
0303002,U,T,pleasure,03/0303002/0303002U2Tpleasure.mov
0303002,Z,T,pleasure,03/0303002/0303002Z6Tpleasure.mov
0303101,P,T,jubilant,03/0303101/0303101P5Tjubilant.mov
0303101,R,T,jubilant,03/0303101/0303101R6Tjubilant.mov
0303101,P,T,jubilant,03/0303101/0303101P4Tjubilant.mov
0303101,Z,T,jubilant,03/0303101/0303101Z5Tjubilant.mov
0303101,P,T,jubilant,03/0303101/0303101P6Tjubilant.mov
0303101,S,V,jubilant,03/0303101/0303101S4Vjubilant.mov
0303101,U,T,jubilant,03/0303101/0303101U5Tjubilant.mov
0303101,S,V,jubilant,03/0303101/0303101S5Vjubilant.mov
0303202,A,T,relaxed,03/0303202/0303202A5Trelaxed.mov
0303202,P,T,relaxed,03/0303202/0303202P4Trelaxed.mov
0303202,P,T,relaxed,03/0303202/0303202P5Trelaxed.mov
0303202,Z,T,relaxed,03/0303202/0303202Z6Trelaxed.mov
0303202,S,V,relaxed,03/0303202/0303202S1Vrelaxed.mov
0303202,U,T,relaxed,03/0303202/0303202U2Trelaxed.mov
0303202,U,T,relaxed,03/0303202/0303202U1Trelaxed.mov
0303302,P,T,unconcerned,03/0303302/0303302P6Tunconcerned.mov
0303302,Z,T,unconcerned,03/0303302/0303302Z6Tunconcerned.mov
0303302,R,T,unconcerned,03/0303302/0303302R6Tunconcerned.mov
0303302,S,V,unconcerned,03/0303302/0303302S1Vunconcerned.mov
0303302,S,V,unconcerned,03/0303302/0303302S6Vunconcerned.mov
0303302,P,T,unconcerned,03/0303302/0303302P5Tunconcerned.mov
0303302,A,T,unconcerned,03/0303302/0303302A5Tunconcerned.mov
0303302,P,T,unconcerned,03/0303302/0303302P3Tunconcerned.mov
0304001,U,T,relieved,03/0304001/0304001U5Trelieved.mov
0304001,P,T,relieved,03/0304001/0304001P6Trelieved.mov
0304001,P,T,relieved,03/0304001/0304001P4Trelieved.mov
0304001,R,T,relieved,03/0304001/0304001R6Trelieved.mov
0304001,P,T,relieved,03/0304001/0304001P5Trelieved.mov
0304001,Z,T,relieved,03/0304001/0304001Z5Trelieved.mov
0304201,S,V,safe,03/0304201/0304201S3Vsafe.mov
0304201,P,T,safe,03/0304201/0304201P6Tsafe.mov
0304201,P,T,safe,03/0304201/0304201P3Tsafe.mov
0304201,Z,T,safe,03/0304201/0304201Z5Tsafe.mov
0304201,U,T,safe,03/0304201/0304201U6Tsafe.mov
0304201,U,T,safe,03/0304201/0304201U1Tsafe.mov
0304201,A,T,safe,03/0304201/0304201A6Tsafe.mov
0304701,P,T,triumphant,03/0304701/0304701P6Ttriumphant.mov
0304701,P,T,triumphant,03/0304701/0304701P5Ttriumphant.mov
0304701,P,T,triumphant,03/0304701/0304701P4Ttriumphant.mov
0304701,Z,T,triumphant,03/0304701/0304701Z5Ttriumphant.mov
0304701,U,T,triumphant,03/0304701/0304701U5Ttriumphant.mov
0304701,R,T,triumphant,03/0304701/0304701R6Ttriumphant.mov
0305002,Z,T,casual,03/0305002/0305002Z6Tcasual.mov
0305002,P,T,casual,03/0305002/0305002P6Tcasual.mov
0305002,U,T,casual,03/0305002/0305002U6Tcasual.mov
0305002,U,T,casual,03/0305002/0305002U5Tcasual.mov
0305002,R,T,casual,03/0305002/0305002R6Tcasual.mov
0305002,S,V,casual,03/0305002/0305002S3Vcasual.mov
0305002,S,V,casual,03/0305002/0305002S6Vcasual.mov
0305002,P,T,casual,03/0305002/0305002P5Tcasual.mov
0305101,P,T,positive,03/0305101/0305101P5Tpositive.mov
0305101,R,T,positive,03/0305101/0305101R6Tpositive.mov
0305101,U,T,positive,03/0305101/0305101U1Tpositive.mov
0305101,P,T,positive,03/0305101/0305101P3Tpositive.mov
0305101,S,V,positive,03/0305101/0305101S1Vpositive.mov
0305101,U,T,positive,03/0305101/0305101U2Tpositive.mov
0305101,S,V,positive,03/0305101/0305101S2Vpositive.mov
0305101,Z,T,positive,03/0305101/0305101Z6Tpositive.mov
0305201,P,T,sociable,03/0305201/0305201P3Tsociable.mov
0305201,R,T,sociable,03/0305201/0305201R6Tsociable.mov
0305201,P,T,sociable,03/0305201/0305201P5Tsociable.mov
0305201,S,V,sociable,03/0305201/0305201S5Vsociable.mov
0305201,U,T,sociable,03/0305201/0305201U5Tsociable.mov
0305201,P,T,sociable,03/0305201/0305201P6Tsociable.mov
0305201,Z,T,sociable,03/0305201/0305201Z6Tsociable.mov
0305302,A,T,mischievous,03/0305302/0305302A5Tmischievous.mov
0305302,U,T,mischievous,03/0305302/0305302U5Tmischievous.mov
0305302,P,T,mischievous,03/0305302/0305302P5Tmischievous.mov
0305302,S,V,mischievous,03/0305302/0305302S1Vmischievous.mov
0305302,U,T,mischievous,03/0305302/0305302U6Tmischievous.mov
0305302,A,T,mischievous,03/0305302/0305302A6Tmischievous.mov
0305302,S,V,mischievous,03/0305302/0305302S4Vmischievous.mov
0305302,P,T,mischievous,03/0305302/0305302P6Tmischievous.mov
0305402,U,T,playful,03/0305402/0305402U5Tplayful.mov
0305402,S,V,playful,03/0305402/0305402S6Vplayful.mov
0305402,Z,T,playful,03/0305402/0305402Z6Tplayful.mov
0305402,U,T,playful,03/0305402/0305402U2Tplayful.mov
0305402,U,T,playful,03/0305402/0305402U1Tplayful.mov
0305402,P,T,playful,03/0305402/0305402P6Tplayful.mov
0305402,P,T,playful,03/0305402/0305402P3Tplayful.mov
0305501,A,T,cheeky,03/0305501/0305501A5Tcheeky.mov
0305501,P,T,cheeky,03/0305501/0305501P6Tcheeky.mov
0305501,S,V,cheeky,03/0305501/0305501S5Vcheeky.mov
0305501,U,T,cheeky,03/0305501/0305501U6Tcheeky.mov
